full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,scraped_at
Ashley Scott,Ashley,Scott,ashley_scott@gmail.com,(951) 855-5118,Compass,Jackson,MS,Jackson,MS801428,MS,1,8,1440000,65,C,C,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Hughes,Paul,Hughes,paul.hughes@aol.com,(612) 593-8203,Weichert Realtors,Cincinnati,OH,Cincinnati,OH524258,OH,1,4,1000000,66,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jennifer Edwards,Jennifer,Edwards,jenniferedwards@outlook.com,(402) 637-1918,CBRE,Memphis,TN,Memphis,TN947026,TN,6,18,5760000,89,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Young,Jonathan,Young,jonathan_young@weichert.com,(608) 974-8344,Windermere Real Estate,Oklahoma City,OK,Oklahoma City,OK817891,OK,6,10,2100000,78,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Cook,Donna,Cook,donnacook@century21.com,(402) 365-7539,HomeSmart,Nashville,TN,Nashville,TN651635,TN,6,25,8000000,97,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Lopez,Jonathan,Lopez,jonathan.lopez@realtor.com,(202) 980-7301,United Real Estate,Denver,CO,Denver,CO352413,CO,2,50,27500000,89,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Cox,Susan,Cox,susan.cox@homesmart.com,(617) 884-3333,Redfin,Shreveport,LA,Shreveport,LA553764,LA,8,20,4600000,84,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Timothy Williams,Timothy,Williams,timothywilliams@century21.com,(215) 531-4098,Sotheby's International Realty,Jackson,MS,Jackson,MS545473,MS,1,3,540000,73,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Larry Wilson,Larry,Wilson,lwilson@outlook.com,(313) 844-9855,Century 21,San Antonio,TX,San Antonio,TX319145,TX,4,15,5250000,88,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Watson,Kenneth,Watson,kwatson@gmail.com,(585) 880-9539,Century 21,Houston,TX,Houston,TX917618,TX,7,12,4200000,76,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Margaret Walker,Margaret,Walker,margaretwalker12@realtor.com,(405) 611-9947,Compass,New York,NY,New York,NY192130,NY,5,12,10200000,83,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Miller,Ashley,Miller,ashleymiller@weichert.com,(414) 824-5970,HomeSmart,Nashville,TN,Nashville,TN229572,TN,3,20,6400000,84,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Hernandez,Lisa,Hernandez,lisa_hernandez@sothebysrealty.com,(305) 655-5748,Corcoran Global Living,Oklahoma City,OK,Oklahoma City,OK771201,OK,12,10,2100000,82,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Mark Watson,Mark,Watson,mark_watson@coldwellbanker.com,(813) 225-2947,Century 21,Winston-Salem,NC,Winston-Salem,NC457950,NC,4,28,8680000,72,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Reyes,Deborah,Reyes,deborahreyes@kw.com,(512) 568-5162,Better Homes and Gardens Real Estate,Cedar Rapids,IA,Cedar Rapids,IA957781,IA,1,10,2050000,69,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
William Murphy,William,Murphy,william_murphy@hotmail.com,(619) 809-9038,Coldwell Banker,Salt Lake City,UT,Salt Lake City,UT398188,UT,3,22,11000000,89,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
William Davis,William,Davis,williamdavis@remax.com,(206) 780-1874,Corcoran Global Living,Philadelphia,PA,Philadelphia,PA559746,PA,3,25,7250000,86,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Watson,Stephen,Watson,stephen.watson@hotmail.com,(615) 214-2193,Keller Williams,Chattanooga,TN,Chattanooga,TN453915,TN,1,10,3200000,75,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Anna Johnson,Anna,Johnson,annajohnson34@yahoo.com,(608) 315-2304,Better Homes and Gardens Real Estate,Rochester,NY,Rochester,NY599312,NY,4,8,6800000,74,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Cox,Michael,Cox,mcox@realtor.com,(210) 296-8057,Weichert Realtors,Atlanta,GA,Atlanta,GA283946,GA,4,50,16250000,75,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Gomez,Emma,Gomez,emmagomez@sothebysrealty.com,(412) 847-2652,Windermere Real Estate,San Antonio,TX,San Antonio,TX196601,TX,2,45,15750000,80,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Sharon Hall,Sharon,Hall,sharon.hall@realtor.com,(410) 817-8997,United Real Estate,Tampa,FL,Tampa,FL843248,FL,5,4,1600000,62,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Brenda Flores,Brenda,Flores,brenda.flores@yahoo.com,(515) 221-2036,Windermere Real Estate,Detroit,MI,Detroit,MI516404,MI,4,8,2200000,81,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Lopez,Helen,Lopez,helen_lopez@coldwellbanker.com,(901) 385-2823,Sotheby's International Realty,Raleigh,NC,Raleigh,NC181179,NC,6,12,3720000,85,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Scott,Rachel,Scott,rachel_scott@aol.com,(719) 311-4725,Corcoran Global Living,Boston,MA,Boston,MA398119,MA,10,30,19500000,80,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Harris,Samuel,Harris,sharris@coldwellbanker.com,(612) 338-8185,ERA Real Estate,Little Rock,AR,Little Rock,AR392541,AR,4,6,1170000,71,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Lopez,Elizabeth,Lopez,elizabeth_lopez@realtor.com,(423) 954-9305,Windermere Real Estate,Philadelphia,PA,Philadelphia,PA781591,PA,2,40,11600000,76,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Stephen Taylor,Stephen,Taylor,staylor@yahoo.com,(951) 318-5368,Coldwell Banker,Chicago,IL,Chicago,IL266856,IL,5,35,10500000,82,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Michelle Davis,Michelle,Davis,michelledavis31@remax.com,(951) 828-4929,ERA Real Estate,Tampa,FL,Tampa,FL305943,FL,3,22,8800000,89,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Kelly,Betty,Kelly,bkelly@outlook.com,(314) 965-5278,Local Brokerage,Milwaukee,WI,Milwaukee,WI759736,WI,1,45,12375000,80,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Watson,Betty,Watson,bwatson@century21.com,(502) 278-1417,RE/MAX,Reno,NV,Reno,NV327596,NV,2,8,3400000,61,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
George Allen,George,Allen,gallen@homesmart.com,(901) 863-2439,Better Homes and Gardens Real Estate,Tallahassee,FL,Tallahassee,FL946742,FL,5,12,4800000,61,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Roberts,Daniel,Roberts,daniel.roberts@remax.com,(407) 350-4255,Compass,Boston,MA,Boston,MA605673,MA,10,35,22750000,100,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Gonzalez,Eric,Gonzalez,ericgonzalez48@outlook.com,(305) 597-8733,Zillow Premier Agent,Portland,OR,Portland,OR921750,OR,7,12,6000000,69,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Hill,Eric,Hill,ehill@remax.com,(208) 309-6450,Weichert Realtors,Philadelphia,PA,Philadelphia,PA544300,PA,7,25,7250000,92,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Murphy,Melissa,Murphy,melissamurphy16@exp.com,(313) 703-3961,Better Homes and Gardens Real Estate,Fort Wayne,IN,Fort Wayne,IN316281,IN,7,10,2400000,76,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Walker,Deborah,Walker,deborah.walker@remax.com,(202) 867-6259,eXp Realty,San Jose,CA,San Jose,CA780649,CA,3,30,22500000,81,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Hernandez,Robert,Hernandez,roberthernandez@compass.com,(501) 892-5017,Coldwell Banker,Kansas City,MO,Kansas City,MO380752,MO,7,22,5720000,93,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Sanchez,Barbara,Sanchez,bsanchez@homesmart.com,(612) 346-8728,CBRE,Tucson,AZ,Tucson,AZ427353,AZ,12,22,9900000,95,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Green,Emma,Green,egreen@homesmart.com,(951) 289-7852,Corcoran Global Living,Phoenix,AZ,Phoenix,AZ125388,AZ,2,40,18000000,89,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Scott,Frank,Scott,frank.scott@homesmart.com,(206) 696-3310,Compass,Tallahassee,FL,Tallahassee,FL446657,FL,4,10,4000000,69,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Brown,Andrew,Brown,abrown@weichert.com,(313) 322-4812,Realty ONE Group,Tucson,AZ,Tucson,AZ434263,AZ,4,8,3600000,82,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Murphy,Kevin,Murphy,kevinmurphy87@century21.com,(704) 241-3006,Compass,Fort Collins,CO,Fort Collins,CO185660,CO,3,3,1650000,79,C,C,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Bailey,Donna,Bailey,dbailey@remax.com,(901) 297-8753,Keller Williams,Dallas,TX,Dallas,TX762401,TX,10,8,2800000,86,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Baker,Barbara,Baker,bbaker@century21.com,(215) 687-4364,Coldwell Banker,Charlotte,NC,Charlotte,NC616998,NC,10,18,5580000,87,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Joseph White,Joseph,White,josephwhite86@yahoo.com,(317) 386-6040,Local Brokerage,Knoxville,TN,Knoxville,TN426384,TN,4,8,2560000,65,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
David Rivera,David,Rivera,davidrivera91@hotmail.com,(214) 761-1203,Zillow Premier Agent,Cleveland,OH,Cleveland,OH957521,OH,2,18,4500000,82,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Richardson,Kathleen,Richardson,kathleenrichardson55@century21.com,(614) 257-8931,Compass,Washington,DC,Washington,DC773227,DC,4,25,17500000,76,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Linda Reyes,Linda,Reyes,lindareyes@kw.com,(602) 422-8199,Local Brokerage,San Antonio,TX,San Antonio,TX290295,TX,4,35,12250000,70,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald Cruz,Ronald,Cruz,ronaldcruz91@sothebysrealty.com,(716) 543-7333,Coldwell Banker,Asheville,NC,Asheville,NC860710,NC,1,12,3720000,62,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
George King,George,King,gking@exp.com,(515) 258-3923,Redfin,Las Vegas,NV,Las Vegas,NV516252,NV,3,10,4250000,79,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Brown,Rachel,Brown,rachel_brown@sothebysrealty.com,(513) 276-9400,Corcoran Global Living,New York,NY,New York,NY459441,NY,4,60,51000000,75,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Walker,Kathleen,Walker,kathleen.walker@remax.com,(504) 636-4325,Weichert Realtors,Richmond,VA,Richmond,VA334572,VA,3,8,3000000,64,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jennifer Adams,Jennifer,Adams,jennifer.adams@gmail.com,(314) 241-9273,eXp Realty,Riverside,CA,Riverside,CA883277,CA,8,8,6000000,67,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Sanchez,Melissa,Sanchez,melissasanchez@homesmart.com,(214) 447-2046,Realty ONE Group,Boston,MA,Boston,MA648679,MA,6,12,7800000,91,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Baker,Amy,Baker,amy.baker@yahoo.com,(206) 491-8317,Sotheby's International Realty,Louisville,KY,Louisville,KY611695,KY,5,8,1800000,63,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Brown,Daniel,Brown,danielbrown@gmail.com,(813) 265-5474,Weichert Realtors,Provo,UT,Provo,UT917603,UT,4,6,3000000,69,C,C,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
George Collins,George,Collins,georgecollins@coldwellbanker.com,(210) 246-5043,Sotheby's International Realty,San Diego,CA,San Diego,CA823432,CA,10,25,18750000,81,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Flores,Cynthia,Flores,cflores@homesmart.com,(210) 241-3321,eXp Realty,Milwaukee,WI,Milwaukee,WI246754,WI,3,15,4125000,86,B,B,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Stewart,Nancy,Stewart,nancystewart@kw.com,(408) 472-3110,Century 21,Colorado Springs,CO,Colorado Springs,CO437918,CO,1,6,3300000,82,C,C,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Stewart,Kenneth,Stewart,kennethstewart@homesmart.com,(305) 520-8408,Local Brokerage,Tucson,AZ,Tucson,AZ449274,AZ,7,15,6750000,92,B,B,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy White,Nancy,White,nancy_white@homesmart.com,(408) 468-8961,Century 21,Madison,WI,Madison,WI509463,WI,5,8,2200000,66,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Evans,Thomas,Evans,thomas_evans@exp.com,(402) 600-5308,RE/MAX,Savannah,GA,Savannah,GA559676,GA,1,6,1950000,67,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Anderson,Andrew,Anderson,andrew_anderson@gmail.com,(305) 562-9906,RE/MAX,Riverside,CA,Riverside,CA530546,CA,4,12,9000000,62,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Wood,Deborah,Wood,deborahwood@weichert.com,(305) 222-1311,Keller Williams,San Diego,CA,San Diego,CA875309,CA,5,16,12000000,75,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
William Miller,William,Miller,william_miller@remax.com,(405) 447-7834,Coldwell Banker,Phoenix,AZ,Phoenix,AZ469023,AZ,15,25,11250000,90,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Stewart,Michael,Stewart,michaelstewart96@realtor.com,(504) 499-7927,Compass,Boise,ID,Boise,ID747478,ID,4,3,1425000,80,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Kelly,Eric,Kelly,eric.kelly@yahoo.com,(617) 550-6266,Corcoran Global Living,Richmond,VA,Richmond,VA191748,VA,5,18,6750000,66,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Baker,Rebecca,Baker,rebecca_baker@exp.com,(901) 772-9449,Compass,Boston,MA,Boston,MA632176,MA,6,20,13000000,89,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Perez,Nicole,Perez,nperez@kw.com,(865) 526-8244,Keller Williams,Philadelphia,PA,Philadelphia,PA847578,PA,4,30,8700000,83,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia Davis,Patricia,Davis,patriciadavis@homesmart.com,(505) 290-9188,Redfin,Rochester,NY,Rochester,NY586549,NY,4,4,3400000,67,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Green,Emma,Green,egreen@sothebysrealty.com,(414) 957-7549,Zillow Premier Agent,Louisville,KY,Louisville,KY807874,KY,4,15,3375000,86,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Christine Thomas,Christine,Thomas,christinethomas@kw.com,(813) 662-1887,CBRE,Omaha,NE,Omaha,NE657543,NE,3,15,3450000,81,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Davis,Jeffrey,Davis,jeffrey_davis@hotmail.com,(215) 875-2653,Weichert Realtors,Colorado Springs,CO,Colorado Springs,CO112326,CO,6,20,11000000,85,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia King,Patricia,King,pking@aol.com,(213) 684-5766,Berkshire Hathaway HomeServices,Kansas City,MO,Kansas City,MO270177,MO,4,18,4680000,70,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald Nguyen,Ronald,Nguyen,rnguyen@century21.com,(208) 349-7342,Compass,San Francisco,CA,San Francisco,CA923126,CA,10,40,30000000,91,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Ryan Jackson,Ryan,Jackson,ryan.jackson@century21.com,(412) 779-9546,United Real Estate,Mobile,AL,Mobile,AL999123,AL,2,10,2200000,85,C,C,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Miller,Sandra,Miller,smiller@kw.com,(405) 998-5133,eXp Realty,Chattanooga,TN,Chattanooga,TN132789,TN,6,6,1920000,89,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Davis,Benjamin,Davis,bdavis@homesmart.com,(501) 319-9579,Zillow Premier Agent,Fresno,CA,Fresno,CA328941,CA,5,10,7500000,85,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Anthony Lee,Anthony,Lee,anthonylee@sothebysrealty.com,(208) 579-4730,Better Homes and Gardens Real Estate,Dallas,TX,Dallas,TX701878,TX,4,8,2800000,72,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Jones,Jonathan,Jones,jonathanjones48@weichert.com,(559) 742-3279,Zillow Premier Agent,Charleston,SC,Charleston,SC116302,SC,5,12,3480000,81,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Garcia,Nicole,Garcia,nicolegarcia@yahoo.com,(210) 547-7972,HomeSmart,San Antonio,TX,San Antonio,TX504469,TX,2,35,12250000,71,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Rachel Morris,Rachel,Morris,rachelmorris@remax.com,(202) 746-7405,Century 21,Pittsburgh,PA,Pittsburgh,PA247388,PA,8,10,2900000,80,B,B,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Hughes,Pamela,Hughes,pamela.hughes@yahoo.com,(408) 838-8026,RE/MAX,St. Louis,MO,St. Louis,MO674125,MO,10,8,2080000,88,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia Morris,Patricia,Morris,pmorris@aol.com,(216) 301-5680,RE/MAX,Cincinnati,OH,Cincinnati,OH130193,OH,7,10,2500000,74,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Robinson,Robert,Robinson,rrobinson@yahoo.com,(919) 720-4996,CBRE,Tucson,AZ,Tucson,AZ775183,AZ,3,15,6750000,87,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Shirley Martin,Shirley,Martin,smartin@hotmail.com,(408) 834-5387,Berkshire Hathaway HomeServices,Cincinnati,OH,Cincinnati,OH773005,OH,7,8,2000000,86,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Hall,Jason,Hall,jhall@realtor.com,(813) 519-7750,Berkshire Hathaway HomeServices,Pittsburgh,PA,Pittsburgh,PA791248,PA,3,12,3480000,78,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Harris,Frank,Harris,fharris@kw.com,(608) 648-9769,Local Brokerage,Miami,FL,Miami,FL568049,FL,8,16,6400000,77,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Reyes,Jessica,Reyes,jreyes@gmail.com,(559) 210-6926,Corcoran Global Living,Savannah,GA,Savannah,GA879570,GA,2,12,3900000,60,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Murphy,Eric,Murphy,eric_murphy@weichert.com,(208) 363-5272,Local Brokerage,Kansas City,MO,Kansas City,MO662196,MO,5,22,5720000,84,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Jones,Matthew,Jones,matthew_jones@remax.com,(951) 253-7981,Zillow Premier Agent,Las Vegas,NV,Las Vegas,NV109465,NV,2,10,4250000,64,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Davis,Elizabeth,Davis,elizabeth_davis@hotmail.com,(804) 805-6260,RE/MAX,Baltimore,MD,Baltimore,MD486604,MD,5,8,3400000,84,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Collins,Steven,Collins,stevencollins48@gmail.com,(864) 701-1458,Coldwell Banker,Minneapolis,MN,Minneapolis,MN778920,MN,8,60,21000000,89,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Bailey,Jonathan,Bailey,jonathan_bailey@sothebysrealty.com,(716) 891-7468,Corcoran Global Living,Miami,FL,Miami,FL846498,FL,2,25,10000000,80,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Cox,Andrew,Cox,andrew_cox@gmail.com,(865) 856-1894,Coldwell Banker,San Francisco,CA,San Francisco,CA700842,CA,2,30,22500000,83,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Thompson,Helen,Thompson,helenthompson23@coldwellbanker.com,(423) 329-3318,RE/MAX,Colorado Springs,CO,Colorado Springs,CO972421,CO,5,15,8250000,90,C,C,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Gutierrez,Laura,Gutierrez,laura.gutierrez@homesmart.com,(901) 622-4313,Berkshire Hathaway HomeServices,Charleston,SC,Charleston,SC307963,SC,5,6,1740000,81,C,C,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Alexander Turner,Alexander,Turner,aturner@sothebysrealty.com,(509) 882-6944,eXp Realty,Dallas,TX,Dallas,TX998110,TX,2,50,17500000,85,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Ramirez,Melissa,Ramirez,melissaramirez@sothebysrealty.com,(804) 310-1062,Compass,Shreveport,LA,Shreveport,LA420978,LA,2,8,1840000,63,C,C,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Carter,Jonathan,Carter,jonathan_carter@aol.com,(608) 491-7145,Weichert Realtors,Pittsburgh,PA,Pittsburgh,PA462402,PA,6,12,3480000,66,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jessica Torres,Jessica,Torres,jessicatorres60@gmail.com,(865) 960-5490,United Real Estate,Chattanooga,TN,Chattanooga,TN838698,TN,2,20,6400000,73,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Stewart,Kevin,Stewart,kstewart@yahoo.com,(210) 278-3397,United Real Estate,Los Angeles,CA,Los Angeles,CA728983,CA,6,60,45000000,83,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Richardson,Thomas,Richardson,trichardson@compass.com,(213) 961-9318,Realty ONE Group,Louisville,KY,Louisville,KY267468,KY,7,4,900000,74,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Davis,Jacob,Davis,jacobdavis@sothebysrealty.com,(210) 833-9996,RE/MAX,Indianapolis,IN,Indianapolis,IN618398,IN,4,10,2400000,72,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Sanchez,Justin,Sanchez,justinsanchez@yahoo.com,(317) 440-5807,Zillow Premier Agent,Richmond,VA,Richmond,VA798432,VA,5,15,5625000,72,B,B,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Gary Mitchell,Gary,Mitchell,gary_mitchell@aol.com,(205) 974-9543,Keller Williams,Lincoln,NE,Lincoln,NE366607,NE,6,12,2760000,82,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Rogers,Samuel,Rogers,samuel.rogers@yahoo.com,(404) 767-8917,Compass,Minneapolis,MN,Minneapolis,MN834938,MN,7,60,21000000,78,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Edwards,Rebecca,Edwards,rebeccaedwards44@aol.com,(405) 907-4708,RE/MAX,Salt Lake City,UT,Salt Lake City,UT943845,UT,1,15,7500000,74,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Torres,Susan,Torres,susan.torres@realtor.com,(213) 854-2396,Sotheby's International Realty,Portland,OR,Portland,OR539033,OR,12,20,10000000,90,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Howard,Lisa,Howard,lisahoward@coldwellbanker.com,(602) 815-3143,RE/MAX,Atlanta,GA,Atlanta,GA306110,GA,4,12,3900000,85,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Deborah Gray,Deborah,Gray,deborah.gray@aol.com,(414) 774-8310,Keller Williams,Fayetteville,AR,Fayetteville,AR227671,AR,4,28,5460000,91,C,C,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Howard,Samuel,Howard,showard@compass.com,(212) 620-2215,United Real Estate,Dallas,TX,Dallas,TX340343,TX,10,35,12250000,81,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Ashley Gonzalez,Ashley,Gonzalez,agonzalez@homesmart.com,(312) 831-5682,Redfin,Portland,OR,Portland,OR459734,OR,10,16,8000000,96,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah Morales,Sarah,Morales,sarahmorales@exp.com,(314) 380-1317,CBRE,Memphis,TN,Memphis,TN270907,TN,5,15,4800000,73,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
William Howard,William,Howard,william.howard@gmail.com,(865) 527-5660,Century 21,Santa Fe,NM,Santa Fe,NM577659,NM,6,8,2200000,76,C,C,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Scott,Steven,Scott,sscott@aol.com,(414) 648-5638,Better Homes and Gardens Real Estate,Cedar Rapids,IA,Cedar Rapids,IA410607,IA,2,12,2460000,81,C,C,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Susan Collins,Susan,Collins,scollins@hotmail.com,(864) 406-6806,ERA Real Estate,Denver,CO,Denver,CO938105,CO,6,50,27500000,96,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Andrew Diaz,Andrew,Diaz,adiaz@gmail.com,(864) 385-2766,Realty ONE Group,Seattle,WA,Seattle,WA123699,WA,5,16,9600000,85,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Reed,Thomas,Reed,thomas.reed@sothebysrealty.com,(202) 649-9463,Weichert Realtors,Baltimore,MD,Baltimore,MD558414,MD,3,15,6375000,82,B,B,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
